Question,Response
เกาะที่ใหญ่ที่สุดของหมู่เกาะนอร์เทิร์นมาเรียนาของสหรัฐอเมริกาในมหาสมุทรแปซิฟิกมีชื่อว่าอะไร,ไซปัน
เกาะไซปันของหมู่เกาะนอร์เทิร์นมาเรียนาของสหรัฐอเมริกามีเนื้อที่ประมาณกี่ตารางกิโลเมตร,115
หอศิลป์ที่มีขนาดใหญ่ที่สุดในประเทศอิหร่านมีชื่อว่าอะไร,หอศิลป์ร่วมสมัยเตหะราน
สถาปนิกชาวอิหร่านที่ออกแบบหอศิลป์ร่วมสมัยเตหะรานมีชื่อว่าอะไร,คัมราน ดีบา
เดวิด แคเมอรอน เป็นนายกรัฐมนตรีคนที่เท่าไรของสหราชอาณาจักร,53
เดวิด แคเมอรอน เป็นหัวหน้าพรรคใดของสหราชอาณาจักร,อนุรักษนิยม
"ใครเป็นเจ้าของสมญานามว่า ""ขงเบ้งแห่งกองทัพบก""",ชวลิต ยงใจยุทธ
สื่อมวลชนและประชาชนทั่วไปเรียก พล.อ.ชวลิต ยงใจยุทธ ว่าอะไร,บิ๊กจิ๋ว
พระแก้วนิลกัณฐพรพายัพเป็นพระพุทธรูปแก้วเขียวปางอะไร,สมาธิ
พระแก้วนิลกัณฐพรพายัพเป็นพระแก้วประจำรัชกาลที่เท่าไร,7
เมืองท่าเพียงแห่งเดียวของลิทัวเนียมีชื่อว่าอะไร,ไคลเปดา
ไคลเปดาซึ่งเป็นเมืองท่าของลิทัวเนียตั้งอยู่ใกล้ปากแม่น้ำอะไร,เนมัน
