Question,Response
เคียวโกะ ฮินะมิ นักแสดงหญิงชาวญี่ปุ่น แสดงภาพยนตร์ในปี 2016 มีชื่อเรื่องว่าอะไร,Shimauma
ลูกชายของ ฟุจิวะระ โนะ ทาคาชิ เคอิ มีชื่อว่าอะไร,ฟุจิวะระ โนะ อาคิสุอิ
พ่อของฟุจิวะระ โนะ อาคิสุเนะ มีชื่อว่าอะไร,ฟุจิวะระ โนะ ทาคาชิ เคอิ
ศาสตราจารย์ นายแพทย์สุรพล อิสรไกรศีล แพทย์เชี่ยวชาญด้านมะเร็งโรคเลือด เป็นคนจังหวัดใด,จังหวัดราชบุรี
ภรรยาของนายแพทย์สุรพล อิสรไกรศีล คือใคร,รองศาสตราจารย์แพทย์หญิงรัตนา อิสรไกรศีล
พระมหากษัตริย์พระองค์ใดเป็นผู้สร้างพระราชวังดุสิต,พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว
เมืองหลวงของประเทศเซเนกัลมีชื่อว่าอะไร,ดาการ์
สภาแห่งชาติเซเนกัล ตั้งอยู่ที่เมืองอะไร,เมืองดาการ์
นิทานคำกลอนจักรๆ วงศ์ๆ เรื่อง ลักษณวงศ์ ผู้ประพันธ์คือใคร,สุนทรภู่
พระราชบิดาของลักษณวงศ์ ในนิทานคำกลอนที่แต่งโดยสุนทรภู่ มีพระนามว่าอะไร,ท้าวพรหมทัต
เครื่องราชอิสริยาภรณ์ที่รองศาสตราจารย์โคทม อารียา ได้จัดอยู่ในชั้นอะไร,ชั้นมหาปรมาภรณ์ช้างเผือก (ม.ป.ช.)
ในปี ค.ศ. 2014 นักร้องสาวชาวอเมริกันที่ร้องเพลง เชกอิตออฟ คือใคร,เทย์เลอร์ สวิฟต์
